sku_id,product_family_key,brand,component,bom_cost_usd,cost_share_pct,warranty_claim_rate_pct
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,Keyboard/Chassis,101.52,15.1,3.41
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,Power Adapter,43.92,6.5,2.73
SKU-0066,HP_i5_Unk_Unk_14-16in,HP,TOTAL / MSRP,672.4,100.0,
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,Motherboard,311.49,36.7,11.1
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,Display Panel,182.32,21.5,2.46
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,Battery,61.96,7.3,4.02
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,RAM Module,55.85,6.6,0.98
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,Storage (SSD/HDD),77.76,9.2,2.13
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,Keyboard/Chassis,109.35,12.9,2.58
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,Power Adapter,49.39,5.8,2.35
SKU-0067,Dell_i5_16GB_1TB_14-16in,Dell,TOTAL / MSRP,848.0,100.0,
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,Motherboard,152.12,33.0,11.72
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,Display Panel,106.74,23.2,2.32
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,Battery,36.97,8.0,4.48
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,RAM Module,28.34,6.1,0.96
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,Storage (SSD/HDD),43.83,9.5,1.86
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,Keyboard/Chassis,64.9,14.1,2.59
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,Power Adapter,25.58,5.6,2.48
SKU-0068,Other/Unbranded_celeron_8GB_512GB_14-16in,Other/Unbranded,TOTAL / MSRP,460.8,100.0,
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,Motherboard,141.01,36.1,9.59
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,Display Panel,79.2,20.3,2.57
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,Battery,30.81,7.9,3.93
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,RAM Module,22.36,5.7,1.13
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,Storage (SSD/HDD),42.06,10.8,2.09
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,Keyboard/Chassis,52.65,13.5,3.34
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,Power Adapter,22.26,5.7,2.69
SKU-0069,Dell_celeron_4GB_256GB_Sub-12in,Dell,TOTAL / MSRP,390.4,100.0,
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,Motherboard,226.23,31.8,9.08
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,Display Panel,171.53,24.1,2.83
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,Battery,52.41,7.4,4.22
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,RAM Module,40.2,5.7,1.0
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,Storage (SSD/HDD),69.85,9.8,2.15
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,Keyboard/Chassis,95.48,13.4,3.06
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,Power Adapter,43.31,6.1,2.78
SKU-0070,Dell_i5_8GB_512GB_12-14in,Dell,TOTAL / MSRP,710.8,100.0,
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,Motherboard,332.46,32.3,8.75
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,Display Panel,212.73,20.7,2.78
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,Battery,83.31,8.1,4.28
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,RAM Module,64.12,6.2,0.96
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,Storage (SSD/HDD),92.81,9.0,2.16
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,Keyboard/Chassis,130.1,12.6,3.22
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,Power Adapter,59.66,5.8,2.24
SKU-0071,Lenovo_i5_32GB_2TB_14-16in,Lenovo,TOTAL / MSRP,1030.0,100.0,
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,Motherboard,349.35,33.2,8.88
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,Display Panel,235.66,22.4,2.42
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,Battery,78.72,7.5,3.43
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,RAM Module,61.68,5.9,0.97
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,Storage (SSD/HDD),108.15,10.3,1.74
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,Keyboard/Chassis,153.2,14.6,2.6
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,Power Adapter,66.94,6.4,2.33
SKU-0072,HP_i7_16GB_2TB_14-16in,HP,TOTAL / MSRP,1051.6,100.0,
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,Motherboard,371.52,35.3,10.3
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,Display Panel,244.71,23.3,2.51
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,Battery,77.77,7.4,4.28
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,RAM Module,57.58,5.5,1.09
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,Storage (SSD/HDD),114.27,10.9,2.09
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,Keyboard/Chassis,147.11,14.0,2.71
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,Power Adapter,67.38,6.4,2.41
SKU-0073,Dell_i7_16GB_2TB_12-14in,Dell,TOTAL / MSRP,1051.6,100.0,
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,Motherboard,205.83,37.3,5.51
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,Display Panel,129.59,23.5,2.33
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,Battery,46.69,8.5,3.47
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,RAM Module,35.61,6.4,1.1
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,Storage (SSD/HDD),54.52,9.9,2.26
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,Keyboard/Chassis,70.85,12.8,3.21
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,Power Adapter,35.0,6.3,2.13
SKU-0074,Lenovo_i3_8GB_256GB_14-16in,Lenovo,TOTAL / MSRP,552.4,100.0,
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,Motherboard,227.83,35.7,9.82
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,Display Panel,134.26,21.0,2.16
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,Battery,48.46,7.6,4.49
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,RAM Module,37.29,5.8,0.98
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,Storage (SSD/HDD),58.25,9.1,1.99
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,Keyboard/Chassis,91.46,14.3,3.06
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,Power Adapter,37.6,5.9,2.39
SKU-0075,Dell_i5_4GB_256GB_14-16in,Dell,TOTAL / MSRP,638.0,100.0,
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Motherboard,173.84,31.5,11.55
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Display Panel,119.55,21.6,2.32
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Battery,42.04,7.6,4.19
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,RAM Module,32.07,5.8,0.94
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Storage (SSD/HDD),53.58,9.7,1.77
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Keyboard/Chassis,76.07,13.8,2.63
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,Power Adapter,33.3,6.0,2.21
SKU-0076,Lenovo_i3_Unk_256GB_14-16in,Lenovo,TOTAL / MSRP,552.4,100.0,
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,Motherboard,242.13,34.3,4.41
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,Display Panel,153.1,21.7,2.23
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,Battery,58.39,8.3,3.95
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,RAM Module,42.74,6.1,0.87
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,Storage (SSD/HDD),77.35,11.0,2.18
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,Keyboard/Chassis,94.07,13.3,2.7
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,Power Adapter,44.51,6.3,2.14
SKU-0077,Other/Unbranded_i5_Unk_512GB_14-16in,Other/Unbranded,TOTAL / MSRP,706.0,100.0,
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Motherboard,280.35,32.2,11.37
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Display Panel,193.62,22.3,2.54
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Battery,75.3,8.7,4.05
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,RAM Module,50.86,5.8,0.99
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Storage (SSD/HDD),91.8,10.6,2.28
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Keyboard/Chassis,111.91,12.9,2.87
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Power Adapter,53.61,6.2,2.72
SKU-0078,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,TOTAL / MSRP,870.0,100.0,
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,Motherboard,264.98,33.6,11.88
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,Display Panel,185.65,23.6,2.8
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,Battery,63.1,8.0,4.12
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,RAM Module,50.98,6.5,1.05
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,Storage (SSD/HDD),83.46,10.6,2.28
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,Keyboard/Chassis,116.96,14.9,3.0
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,Power Adapter,51.83,6.6,2.63
SKU-0079,Dell_i5_8GB_2TB_14-16in,Dell,TOTAL / MSRP,787.6,100.0,
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Motherboard,126.78,35.1,11.09
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Display Panel,79.99,22.1,2.66
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Battery,31.67,8.8,3.8
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,RAM Module,21.87,6.0,1.06
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Storage (SSD/HDD),39.06,10.8,2.09
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Keyboard/Chassis,50.57,14.0,3.3
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Power Adapter,20.59,5.7,2.21
SKU-0080,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,TOTAL / MSRP,361.6,100.0,
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,Motherboard,255.42,33.0,6.32
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,Display Panel,168.26,21.7,2.56
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,Battery,61.63,8.0,4.57
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,RAM Module,48.71,6.3,0.88
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,Storage (SSD/HDD),70.81,9.1,1.8
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,Keyboard/Chassis,115.78,14.9,2.8
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,Power Adapter,49.89,6.4,2.29
SKU-0081,Dell_i5_16GB_512GB_12-14in,Dell,TOTAL / MSRP,774.8,100.0,
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,Motherboard,309.07,35.0,5.39
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,Display Panel,205.97,23.4,2.17
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,Battery,76.31,8.7,4.2
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,RAM Module,51.75,5.9,0.96
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,Storage (SSD/HDD),89.02,10.1,1.93
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,Keyboard/Chassis,122.96,13.9,2.57
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,Power Adapter,57.34,6.5,2.34
SKU-0082,Dell_i7_8GB_512GB_14-16in,Dell,TOTAL / MSRP,882.0,100.0,
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,Motherboard,188.23,35.4,13.53
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,Display Panel,122.44,23.0,2.35
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,Battery,45.77,8.6,3.54
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,RAM Module,29.37,5.5,0.92
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,Storage (SSD/HDD),50.94,9.6,2.19
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,Keyboard/Chassis,71.55,13.4,3.22
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,Power Adapter,34.35,6.5,2.78
SKU-0083,HP_Unknown_Unk_Unk_14-16in,HP,TOTAL / MSRP,532.4,100.0,
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,Motherboard,110.35,31.1,10.73
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,Display Panel,76.86,21.7,2.33
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,Battery,28.47,8.0,3.48
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,RAM Module,21.21,6.0,1.07
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,Storage (SSD/HDD),36.64,10.3,2.2
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,Keyboard/Chassis,44.9,12.7,3.18
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,Power Adapter,20.99,5.9,2.71
SKU-0084,Acer_celeron_4GB_16GB_Sub-12in,Acer,TOTAL / MSRP,354.4,100.0,
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,Motherboard,337.43,37.0,5.72
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,Display Panel,189.85,20.8,2.51
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,Battery,77.04,8.5,4.56
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,RAM Module,55.75,6.1,1.07
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,Storage (SSD/HDD),89.39,9.8,2.23
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,Keyboard/Chassis,130.17,14.3,3.37
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,Power Adapter,59.8,6.6,2.37
SKU-0085,Dell_i7_8GB_512GB_12-14in,Dell,TOTAL / MSRP,910.8,100.0,
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,Motherboard,223.58,33.8,8.48
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,Display Panel,131.1,19.8,2.29
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,Battery,51.18,7.7,4.36
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,RAM Module,38.02,5.8,1.13
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,Storage (SSD/HDD),63.25,9.6,2.19
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,Keyboard/Chassis,93.92,14.2,2.58
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,Power Adapter,43.57,6.6,2.22
SKU-0086,Lenovo_i5_8GB_256GB_12-14in,Lenovo,TOTAL / MSRP,661.0,100.0,
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,Motherboard,194.85,36.6,8.01
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,Display Panel,112.37,21.1,2.66
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,Battery,38.35,7.2,4.16
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,RAM Module,34.05,6.4,0.86
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,Storage (SSD/HDD),49.14,9.2,1.93
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,Keyboard/Chassis,68.46,12.9,3.09
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,Power Adapter,29.2,5.5,2.19
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Other/Unbranded,TOTAL / MSRP,532.4,100.0,
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,Motherboard,272.27,35.0,8.71
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,Display Panel,175.82,22.6,2.81
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,Battery,58.16,7.5,4.17
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,RAM Module,42.63,5.5,1.01
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,Storage (SSD/HDD),80.83,10.4,2.02
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,Keyboard/Chassis,110.6,14.2,2.59
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,Power Adapter,44.03,5.7,2.47
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Other/Unbranded,TOTAL / MSRP,778.0,100.0,
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,Motherboard,178.35,33.5,11.85
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,Display Panel,125.51,23.6,2.57
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,Battery,45.3,8.5,4.43
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,RAM Module,30.76,5.8,1.02
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,Storage (SSD/HDD),48.17,9.1,1.94
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,Keyboard/Chassis,69.52,13.1,2.94
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,Power Adapter,33.59,6.3,2.83
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,TOTAL / MSRP,532.0,100.0,
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Motherboard,221.33,32.9,8.42
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Display Panel,136.13,20.2,2.76
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Battery,50.76,7.5,4.59
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,RAM Module,37.66,5.6,1.14
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Storage (SSD/HDD),67.31,10.0,2.28
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Keyboard/Chassis,88.65,13.2,3.38
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Power Adapter,36.5,5.4,2.69
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,TOTAL / MSRP,672.4,100.0,
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,Motherboard,256.6,33.1,5.33
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,Display Panel,173.97,22.5,2.75
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,Battery,63.31,8.2,3.58
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,RAM Module,45.0,5.8,1.01
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,Storage (SSD/HDD),77.98,10.1,1.8
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,Keyboard/Chassis,107.18,13.8,2.82
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,Power Adapter,43.49,5.6,2.51
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Other/Unbranded,TOTAL / MSRP,774.8,100.0,
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,Motherboard,175.49,33.0,12.53
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,Display Panel,108.94,20.5,2.74
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,Battery,44.59,8.4,3.76
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,RAM Module,32.71,6.1,0.91
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,Storage (SSD/HDD),56.99,10.7,2.13
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,Keyboard/Chassis,80.64,15.1,3.2
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,Power Adapter,28.99,5.4,2.68
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Dell,TOTAL / MSRP,532.4,100.0,
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,Motherboard,238.4,36.6,12.3
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,Display Panel,143.81,22.1,2.2
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,Battery,53.09,8.1,3.85
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,RAM Module,39.61,6.1,0.98
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,Storage (SSD/HDD),63.4,9.7,2.14
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,Keyboard/Chassis,89.59,13.7,3.29
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,Power Adapter,41.52,6.4,2.48
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Lenovo,TOTAL / MSRP,652.0,100.0,
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Motherboard,129.73,36.4,12.67
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Display Panel,74.67,20.9,2.15
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Battery,29.88,8.4,4.32
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,RAM Module,22.36,6.3,1.06
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Storage (SSD/HDD),34.67,9.7,2.18
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Keyboard/Chassis,50.24,14.1,3.26
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Power Adapter,22.17,6.2,2.75
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,TOTAL / MSRP,356.8,100.0,
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,Motherboard,126.21,34.9,4.23
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,Display Panel,83.83,23.2,2.62
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,Battery,30.09,8.3,3.53
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,RAM Module,19.86,5.5,0.97
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,Storage (SSD/HDD),34.76,9.6,2.03
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,Keyboard/Chassis,55.16,15.3,2.62
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,Power Adapter,20.83,5.8,2.18
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Dell,TOTAL / MSRP,361.6,100.0,
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,Motherboard,111.99,31.6,6.84
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,Display Panel,73.83,20.8,2.34
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,Battery,26.39,7.4,3.72
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,RAM Module,21.17,6.0,0.92
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,Storage (SSD/HDD),32.15,9.1,1.83
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,Keyboard/Chassis,45.89,12.9,3.35
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,Power Adapter,21.64,6.1,2.59
SKU-0096,HP_celeron_4GB_32GB_14-16in,HP,TOTAL / MSRP,354.55,100.0,
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,Motherboard,210.3,32.2,8.2
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,Display Panel,144.28,22.1,2.23
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,Battery,51.23,7.8,3.59
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,RAM Module,40.21,6.2,0.87
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,Storage (SSD/HDD),60.13,9.2,1.81
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,Keyboard/Chassis,87.35,13.4,3.19
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,Power Adapter,38.93,6.0,2.38
SKU-0097,HP_i5_8GB_128GB_14-16in,HP,TOTAL / MSRP,653.2,100.0,
SKU-0098,Dell_i5_32GB_2TB_14-16in,Dell,Motherboard,308.41,31.5,12.18
SKU-0098,Dell_i5_32GB_2TB_14-16in,Dell,Display Panel,227.97,23.3,2.79
SKU-0098,Dell_i5_32GB_2TB_14-16in,Dell,Battery,76.45,7.8,4.52
SKU-0098,Dell_i5_32GB_2TB_14-16in,Dell,RAM Module,60.97,6.2,1.0
SKU-0098,Dell_i5_32GB_2TB_14-16in,Dell,Storage (SSD/HDD),104.7,10.7,2.11
