Brand,Price,Currency,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
dell,575,$,multicolor,,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",corporate machines that were never deployed. comes in plain box with laptop and power adapter. 10/10 functional condition and 8-9/10 cosmetic. will have visible cosmetic imperfections from stacking/storage in warehouse. functions like new!,other,intel core i5,2.8,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,1,tb,13.3,8,gb
microsoft,219.5,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition,other,intel i5 10th gen,,unknown,other,,,windows,unknown,128,gb,128,gb,12,128,gb
hp,50,$,silver,"Wi-Fi, Built-in Webcam, Bluetooth, Built-in Microphone",Undefined,Undefined,undefined,intel,intel pentium silver,2.7,GHz,notebook/laptop,1366,768,chrome,emmc,4,gb,64,gb,14,4,gb
dell,420.5,$,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14,,unknown
other,200,$,silver,"Wi-Fi,  WiFi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,core i5 m520,2.4,GHz,notebook/laptop,1280,800,windows,hdd/ssd,160,gb,,unknown,15.4,4,gb
microsoft,255,$,black,"Touchscreen,  Bluetooth,  Built-in Webcam,  Wi-Fi,  Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 10th generation,1.1,GHz,notebook/laptop,2736,1824,windows,ssd,128,gb,128,gb,12.3,8,gb
other,19.58,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grado- a e b -prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistandogli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,384,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,,unknown,notebook/laptop,1280,720,windows,unknown,,unknown,480,gb,14,,unknown
dell,21.95,$,other,"Built-in Microphone,  Built-in Webcam,  Optical Drive",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","listing is for dell inspiron 1501 15.4"" memory has been upgraded to 4gb (pc2-6400). original hard drive has been removed and installed 500gb drive. it has clean install of windows 10 home (latest version 22h2 with all latest updates and drivers). palmrest and left mouse click have some where. some keyboard keys don't work. battery is still holding charge. it doesn't come with ac adapter.",amd,amd turion 64,2,GHz,notebook/laptop,1280,800,windows,hdd/ssd,500,gb,180,gb,15.4,4,gb
dell,384,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,,unknown,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
dell,19,$,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",does not power on.,other,undefined,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,14,,unknown
lenovo,399.8,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,,unknown,notebook/laptop,1920,1080,windows,unknown,,unknown,480,gb,14,,unknown
hp,150.4,$,white,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","touchscreen, excellent battery health, usb-c adapters included, reset and ready to be used",intel,intel celeron n4020,1.1,GHz,other,1366,912,chrome,emmc,,unknown,32,gb,12,4,gb
acer,399,$,gray,Bluetooth,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i3 11th generation,3,GHz,notebook/laptop,1600,900,windows,ssd,256,gb,256,gb,17.3,8,gb
hp,230,$,silver,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi, Smart Card reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",it is in very good condition. only normal wear scratches. display is 100% good. battery health over 90%.,intel,intel core i7 8th generation,1.8,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,14,,unknown
other,890,$,other,"Bluetooth, Built-in Webcam, Rugged, Touchscreen, Widescreen Display, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel pentium,1.1,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,128,gb,10,8,gb
other,412.2,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","der artikel befindet sich in einem guten kosmetischen zustand, ich würde dem toughpad eine note von 8 aus 10 möglichen punkten geben (b+). der touchscreen kann sowohl mit dem finger als auch mit dem stylus-stift bedient werden (stylus im lieferumfang enthalten). die abdeckungen für die anschlüsse sind alle vorhanden.",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,800,$,green,"Touchscreen, Convertible 2-in-1 Laptop/Tablet, Touch ID",Undefined,Undefined,undefined,amd,amd ryzen 7 7000 series,2,GHz,notebook/laptop,1920,1200,windows,ssd,,unknown,1,tb,13.3,16,gb
dell,449.8,$,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14,,unknown
dell,489.5,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell latitude laptop win 7 dvdrw wifi ms.word,excel,pwr.point. has been upgraded to fast windows 10. works nice and clean. battery accepts charge. includes charger and power cord.",other,intel fast processor,,unknown,other,,,unknown,unknown,,unknown,,unknown,14.1,,unknown
dell,216,$,other,"Built-in Microphone,  Backlit Keyboard,  10/100 LAN Card,  Multi-Touch Trackpad,  Bluetooth,  Built-in Webcam,  Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",good condition. does not come with original box. comes with oem charger. 100% factory reset to default settings | 100% functional | tested by in-house certified technician | professionally maintained | well packaged | genuine photos | buy with confidence | oem ac adapter | genuine windows license. minor wear on top cover.,nvidia,intel core i7 6th generation,2.7,GHz,notebook/laptop,1366,768,windows,ssd,,unknown,512,gb,15.6,16,gb
lenovo,200,$,multicolor,"Bluetooth, Built-in Webcam, Wi-Fi",Undefined,Undefined,undefined,mali,mediatek,2,GHz,notebook/laptop,1920,1200,chrome,hdd/ssd,,unknown,128,gb,10.1,4,gb
dell,300,$,gray,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i7 7th generation,2.8,GHz,notebook/laptop,1920,1080,windows,hdd/ssd,1,tb,256,gb,15,8,gb
other,52,$,beige,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,9.5,,unknown
hp,120,$,silver,"Wi-Fi, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,amd e-series,1.8,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,512,gb,14,8,gb
dell,358.8,$,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
other,65.25,$,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
microsoft,220,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,core i7 4th gen,1.7,GHz,other,,,windows,unknown,512,gb,512,gb,12.3,8,gb
dell,300,$,silver,"Wi-Fi, Touchscreen, Backlit Keyboard, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Bluetooth",Undefined,Undefined,undefined,other,intel core i3 8th generation,2.1,GHz,notebook/laptop,1920,1080,windows,ssd,128,gb,128,gb,13.3,8,gb
lenovo,720,$,black,"Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 11th generation,2.1,GHz,notebook/laptop,2160,1350,windows,ssd,256,gb,256,gb,13,16,gb
hp,125,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i7 5th generation,2.6,GHz,notebook/laptop,,,unknown,hdd/ssd,500,gb,500,gb,15.5,16,gb
hp,90,$,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,15.6,,unknown
dell,313.5,$,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
dell,302.8,$,other,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
other,433.2,$,other,"10/100 LAN Card, Optical Drive, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,3,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,240,gb,15.6,,unknown
other,194.8,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,103.4,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 5th generation,2,GHz,notebook/laptop,1366,768,windows,hdd/ssd,500,gb,,unknown,15.6,4,gb
dell,80,$,black,Optical Drive,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",read description for more info.,intel,intel core i7 3rd generation,3,GHz,notebook/laptop,,,windows,hdd/ssd,500,gb,,unknown,14,4,gb
other,285,$,silver,Bluetooth,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",very good,other,pentium d,,unknown,notebook/laptop,,,windows,hdd/ssd,640,gb,,unknown,15.5,,unknown
lenovo,112.5,$,black,"Built-in Webcam, Optical Drive, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,i7-4600m,2.9,GHz,notebook/laptop,,,windows,hdd/ssd,500,gb,,unknown,14,8,gb
other,325,$,multicolor,"Bluetooth,  Rugged,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","cf-31 mk3 under 60hrs w/ 8gb memory & 256gb-ssd, wifi, bluetooth, cd/dvd optical drive + touchscreen & compatible ac charger included! used with signs of wear/tear which may include scratches, scuffs, small dings and dents, worn keys, pads, and edges - please see pictures and ask any questions prior to considering.",other,intel core i5 3rd generation,2.6,GHz,notebook/laptop,1024,768,unknown,ssd,256,gb,256,gb,13,8,gb
lenovo,500,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,core i5 8250u,1.6,GHz,notebook/laptop,,,windows,hdd/ssd,,unknown,128,gb,,16,gb
dell,400,$,black,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,other,intel core i7 7th generation,2.8,GHz,notebook/laptop,1920,1080,windows,ssd,1,tb,1,tb,15.6,32,gb
dell,55,$,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,i5,2.3,GHz,other,,,unknown,unknown,,unknown,,unknown,14,4,gb
microsoft,150,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",excellent condition,other,intel core i5 8th generation,2.6,GHz,other,,,windows,ssd,256,gb,256,gb,12.1,,unknown
dell,363,$,black,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Optane Memory, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 8th generation,1.9,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,14,16,gb
samsung,95,$,silver,"Bluetooth, Wi-Fi, LTE",Undefined,Undefined,undefined,intel,intel celeron n,1.1,GHz,notebook/laptop,1366,768,chrome,emmc,,unknown,32,gb,14,4,gb
other,700,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i7 8th generation,2.2,GHz,notebook/laptop,1920,1080,windows,other,,unknown,512,gb,15.6,16,gb
samsung,135,$,silver,"Bluetooth, Wi-Fi, LTE",Undefined,Undefined,undefined,intel,intel celeron n,1.1,GHz,notebook/laptop,1366,768,chrome,emmc,,unknown,32,gb,14,4,gb
dell,100,$,black,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","tested and working | pulled from a working environment | no battery | signs of wear & tear (damaged left corners (see photos; covered with electrical tape pre shipping) + scratches & scuffs + blemishes) | backplate not fully secure, bottom right can't be clicked in (see photo) | diagnostics passed | lcd damaged: minor pink horizontal line on left side + white bruise on left bottom side | no hdd/os included | charger not included | sold as is",intel,intel core i5 5th generation,2.3,GHz,notebook/laptop,1366,768,unknown,ssd,8,gb,,unknown,14,8,gb
dell,375,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 7th generation,2.5,GHz,notebook/laptop,,,windows,hdd/ssd,1,tb,128,gb,15.6,128,gb
hp,250,$,other,Touchscreen,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron n,,unknown,notebook/laptop,,,unknown,unknown,64,gb,64,gb,14,4,gb
other,390.8,$,other,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 4th generation,3,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,240,gb,13.3,,unknown
other,208.9,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","technisch: - einwandfreioptisch: - super erhalten, keine dellen oder tiefere kratzer, leichte abnutzungdisplay: - keine auffälligkeiten oder pixelfehlerakku: - gebraucht, die genaue laufzeit wurde ca. 2,5h ermittelt, hp support test ok",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,88.56,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,139.2,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,136,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","notebook portatile acer aspire 5742g schermo 15.6 polliciintel core i5 processor4gb ram e 320gb harddisk .appenna formattato e montato il windows 10. caricatore originale incluso ,batteria poca media durata pacchetto office in regalo su richiesta. perfettamente funzionante.altre info sono sulle foto allegate oppure al tel tel 3336436358",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,12.59,$,black,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
asus,170.9,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,462,$,other,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.3,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,960,gb,13.3,,unknown
other,38,$,gray,"Webcam, Bluetooth, Wi-Fi, Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , fully functioning includes charger. will ship in bulk packaging. will show signs of normal use",other,intel celeron,2.16,GHz,notebook/laptop,1920,1080,chrome,ssd,16,gb,16,gb,13.3,4,gb
microsoft,510,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, LTE, Touchscreen, Rear Facing Camera, Tablet PC",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",undefined,other,microsoft sq1,3,GHz,notebook/laptop,2880,1920,windows,ssd,8,gb,128,gb,13,8,gb
other,113.9,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,220,$,black,"8 GB, BT, Cam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",guaranteed to be in perfect working and cosmetic condition. loc. 031,intel,intel celeron n,1.1,GHz,notebook/laptop,1366,768,windows,ssd,,unknown,128,gb,14,8,gb
lenovo,113.9,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,303.5,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,,unknown,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
other,260,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",pc in ottime condizioni estetiche e di funzionamento / pc in excellent cosmetic and working,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,100,$,black,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",seller refurbished. tested and fully functional. grade b condition.,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,1366,768,windows,ssd,,unknown,256,gb,15.6,8,gb
dell,312,$,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
other,390.8,$,other,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 4th generation,3,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,240,gb,13.3,,unknown
dell,455.5,$,other,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",excellent condition fully refurbished,other,i7-7660u,1.8,GHz,other,,,windows,unknown,512,gb,512,gb,13.3,16,gb
lenovo,391,$,other,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 7th generation,3.5,GHz,notebook/laptop,1920,1080,windows,unknown,,unknown,240,gb,14,,unknown
hp,325,$,silver,,Undefined,Undefined,undefined,amd,amd ryzen 7 7000 series,2,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,512,gb,15.6,16,gb
hp,355.8,$,other,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  LTE,  NFC,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",hp elitebook x360 2-in-1 touch screen foldable laptop is in excellent condition with minor signs of usage and may have very minor surface scratches. photos are for illustrative purposes only.,intel,intel core i7 8th generation,4.6,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,512,gb,13.3,16,gb
lenovo,391,$,other,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 7th generation,3.1,GHz,notebook/laptop,1920,1080,windows,unknown,,unknown,480,gb,14,,unknown
