sku_id,product_family_key,component,component_resale_value_usd,resale_pct_of_bom_cost,avg_parts_listing_count
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,RAM Module,17.02,50.0,20
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Storage (SSD/HDD),19.41,39.5,20
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Keyboard/Chassis,10.41,15.2,51
SKU-0087,Other/Unbranded_Unknown_Unk_Unk_Sub-12in,Power Adapter,6.98,23.9,41
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Motherboard,50.37,18.5,16
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Display Panel,117.1,66.6,30
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Battery,12.45,21.4,31
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,RAM Module,17.14,40.2,19
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Storage (SSD/HDD),31.85,39.4,57
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Keyboard/Chassis,14.71,13.3,51
SKU-0088,Other/Unbranded_i5_Unk_1TB_14-16in,Power Adapter,12.06,27.4,40
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Motherboard,29.96,16.8,55
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Display Panel,75.81,60.4,34
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Battery,10.19,22.5,25
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,RAM Module,13.32,43.3,59
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Storage (SSD/HDD),19.41,40.3,36
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Keyboard/Chassis,9.32,13.4,58
SKU-0089,Other/Unbranded_i3_Unk_128GB_14-16in,Power Adapter,7.99,23.8,12
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Motherboard,38.73,17.5,51
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Display Panel,88.08,64.7,50
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Battery,10.0,19.7,6
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,RAM Module,15.55,41.3,26
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Storage (SSD/HDD),25.98,38.6,29
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Keyboard/Chassis,12.94,14.6,53
SKU-0090,Other/Unbranded_i5_Unk_Unk_12-14in,Power Adapter,9.02,24.7,32
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Motherboard,45.93,17.9,8
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Display Panel,139.52,80.2,15
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Battery,10.89,17.2,34
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,RAM Module,18.14,40.3,51
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Storage (SSD/HDD),28.85,37.0,25
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Keyboard/Chassis,14.9,13.9,53
SKU-0091,Other/Unbranded_i5_16GB_512GB_14-16in,Power Adapter,11.44,26.3,23
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Motherboard,28.25,16.1,37
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Display Panel,61.33,56.3,19
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Battery,8.47,19.0,26
SKU-0092,Dell_Unknown_Unk_Unk_Unk,RAM Module,14.26,43.6,30
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Storage (SSD/HDD),25.59,44.9,29
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Keyboard/Chassis,12.26,15.2,14
SKU-0092,Dell_Unknown_Unk_Unk_Unk,Power Adapter,7.36,25.4,7
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Motherboard,38.38,16.1,21
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Display Panel,82.4,57.3,8
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Battery,9.93,18.7,35
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,RAM Module,18.38,46.4,59
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Storage (SSD/HDD),28.34,44.7,29
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Keyboard/Chassis,14.51,16.2,6
SKU-0093,Lenovo_i5_Unk_128GB_12-14in,Power Adapter,11.92,28.7,10
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Motherboard,20.24,15.6,40
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Display Panel,49.58,66.4,33
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Battery,6.75,22.6,24
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,RAM Module,8.97,40.1,23
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Storage (SSD/HDD),12.93,37.3,58
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Keyboard/Chassis,8.64,17.2,52
SKU-0094,Samsung_celeron_4GB_32GB_Sub-12in,Power Adapter,5.21,23.5,9
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Motherboard,19.31,15.3,10
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Display Panel,50.05,59.7,38
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Battery,5.84,19.4,36
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,RAM Module,8.68,43.7,40
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Storage (SSD/HDD),14.46,41.6,15
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Keyboard/Chassis,9.38,17.0,40
SKU-0095,Dell_celeron_4GB_64GB_Sub-12in,Power Adapter,5.21,25.0,44
SKU-0096,HP_celeron_4GB_32GB_14-16in,Motherboard,21.17,18.9,33
SKU-0096,HP_celeron_4GB_32GB_14-16in,Display Panel,47.84,64.8,16
SKU-0096,HP_celeron_4GB_32GB_14-16in,Battery,4.51,17.1,41
SKU-0096,HP_celeron_4GB_32GB_14-16in,RAM Module,9.93,46.9,55
SKU-0096,HP_celeron_4GB_32GB_14-16in,Storage (SSD/HDD),12.54,39.0,27
SKU-0096,HP_celeron_4GB_32GB_14-16in,Keyboard/Chassis,6.88,15.0,12
SKU-0096,HP_celeron_4GB_32GB_14-16in,Power Adapter,4.72,21.8,34
SKU-0097,HP_i5_8GB_128GB_14-16in,Motherboard,35.54,16.9,32
SKU-0097,HP_i5_8GB_128GB_14-16in,Display Panel,92.05,63.8,20
SKU-0097,HP_i5_8GB_128GB_14-16in,Battery,11.42,22.3,58
SKU-0097,HP_i5_8GB_128GB_14-16in,RAM Module,19.46,48.4,17
SKU-0097,HP_i5_8GB_128GB_14-16in,Storage (SSD/HDD),26.1,43.4,20
SKU-0097,HP_i5_8GB_128GB_14-16in,Keyboard/Chassis,11.36,13.0,52
SKU-0097,HP_i5_8GB_128GB_14-16in,Power Adapter,11.02,28.3,31
SKU-0098,Dell_i5_32GB_2TB_14-16in,Motherboard,61.68,20.0,6
SKU-0098,Dell_i5_32GB_2TB_14-16in,Display Panel,155.93,68.4,51
SKU-0098,Dell_i5_32GB_2TB_14-16in,Battery,16.13,21.1,19
SKU-0098,Dell_i5_32GB_2TB_14-16in,RAM Module,26.52,43.5,29
SKU-0098,Dell_i5_32GB_2TB_14-16in,Storage (SSD/HDD),37.38,35.7,23
SKU-0098,Dell_i5_32GB_2TB_14-16in,Keyboard/Chassis,24.45,17.1,46
SKU-0098,Dell_i5_32GB_2TB_14-16in,Power Adapter,15.4,28.3,11
SKU-0099,Samsung_celeron_4GB_32GB_14-16in,Motherboard,21.47,17.2,50
SKU-0099,Samsung_celeron_4GB_32GB_14-16in,Display Panel,52.15,68.0,50
SKU-0099,Samsung_celeron_4GB_32GB_14-16in,Battery,5.16,19.2,9
SKU-0099,Samsung_celeron_4GB_32GB_14-16in,RAM Module,11.12,49.3,33
SKU-0099,Samsung_celeron_4GB_32GB_14-16in,Storage (SSD/HDD),16.54,44.4,56
SKU-0099,Samsung_celeron_4GB_32GB_14-16in,Keyboard/Chassis,8.49,15.8,47
SKU-0099,Samsung_celeron_4GB_32GB_14-16in,Power Adapter,5.48,28.2,38
SKU-0100,Dell_i7_8GB_256GB_14-16in,Motherboard,58.6,19.2,56
SKU-0100,Dell_i7_8GB_256GB_14-16in,Display Panel,91.64,47.0,15
SKU-0100,Dell_i7_8GB_256GB_14-16in,Battery,12.79,20.1,46
SKU-0100,Dell_i7_8GB_256GB_14-16in,RAM Module,19.99,41.5,40
SKU-0100,Dell_i7_8GB_256GB_14-16in,Storage (SSD/HDD),29.96,35.5,12
SKU-0100,Dell_i7_8GB_256GB_14-16in,Keyboard/Chassis,15.72,14.2,14
SKU-0100,Dell_i7_8GB_256GB_14-16in,Power Adapter,13.17,24.7,38
SKU-0101,HP_celeron_4GB_128GB_14-16in,Motherboard,22.18,16.7,19
SKU-0101,HP_celeron_4GB_128GB_14-16in,Display Panel,41.42,50.5,55
SKU-0101,HP_celeron_4GB_128GB_14-16in,Battery,5.22,19.2,39
SKU-0101,HP_celeron_4GB_128GB_14-16in,RAM Module,8.96,42.2,35
SKU-0101,HP_celeron_4GB_128GB_14-16in,Storage (SSD/HDD),16.22,41.7,14
SKU-0101,HP_celeron_4GB_128GB_14-16in,Keyboard/Chassis,7.35,15.7,9
SKU-0101,HP_celeron_4GB_128GB_14-16in,Power Adapter,6.09,25.4,10
SKU-0102,HP_celeron_4GB_16GB_Sub-12in,Motherboard,20.19,16.9,5
SKU-0102,HP_celeron_4GB_16GB_Sub-12in,Display Panel,57.27,70.5,15
SKU-0102,HP_celeron_4GB_16GB_Sub-12in,Battery,5.15,17.3,28
SKU-0102,HP_celeron_4GB_16GB_Sub-12in,RAM Module,10.6,45.4,22
SKU-0102,HP_celeron_4GB_16GB_Sub-12in,Storage (SSD/HDD),12.48,34.9,43
SKU-0102,HP_celeron_4GB_16GB_Sub-12in,Keyboard/Chassis,7.24,15.5,59
SKU-0102,HP_celeron_4GB_16GB_Sub-12in,Power Adapter,5.58,25.6,13
SKU-0103,Dell_i7_32GB_2TB_16in+,Motherboard,94.41,18.8,3
SKU-0103,Dell_i7_32GB_2TB_16in+,Display Panel,166.0,57.0,59
SKU-0103,Dell_i7_32GB_2TB_16in+,Battery,20.5,17.4,51
SKU-0103,Dell_i7_32GB_2TB_16in+,RAM Module,36.85,41.4,58
SKU-0103,Dell_i7_32GB_2TB_16in+,Storage (SSD/HDD),51.15,40.4,17
SKU-0103,Dell_i7_32GB_2TB_16in+,Keyboard/Chassis,31.75,17.1,8
SKU-0103,Dell_i7_32GB_2TB_16in+,Power Adapter,19.33,24.7,12
SKU-0104,Dell_i5_8GB_16GB_14-16in,Motherboard,39.13,17.9,47
SKU-0104,Dell_i5_8GB_16GB_14-16in,Display Panel,85.46,67.2,15
SKU-0104,Dell_i5_8GB_16GB_14-16in,Battery,10.73,21.0,43
SKU-0104,Dell_i5_8GB_16GB_14-16in,RAM Module,18.51,51.7,28
SKU-0104,Dell_i5_8GB_16GB_14-16in,Storage (SSD/HDD),25.2,39.5,20
SKU-0104,Dell_i5_8GB_16GB_14-16in,Keyboard/Chassis,14.13,15.6,28
SKU-0104,Dell_i5_8GB_16GB_14-16in,Power Adapter,9.19,26.7,36
SKU-0105,Dell_celeron_4GB_128GB_Sub-12in,Motherboard,23.95,17.4,44
SKU-0105,Dell_celeron_4GB_128GB_Sub-12in,Display Panel,42.68,52.5,3
SKU-0105,Dell_celeron_4GB_128GB_Sub-12in,Battery,6.71,22.8,52
SKU-0105,Dell_celeron_4GB_128GB_Sub-12in,RAM Module,9.02,38.4,12
SKU-0105,Dell_celeron_4GB_128GB_Sub-12in,Storage (SSD/HDD),15.93,40.6,45
SKU-0105,Dell_celeron_4GB_128GB_Sub-12in,Keyboard/Chassis,6.43,13.6,57
SKU-0105,Dell_celeron_4GB_128GB_Sub-12in,Power Adapter,5.71,24.5,59
SKU-0106,Dell_Other/Unspecified_Unk_Unk_14-16in,Motherboard,26.23,16.1,57
SKU-0106,Dell_Other/Unspecified_Unk_Unk_14-16in,Display Panel,78.72,62.0,31
SKU-0106,Dell_Other/Unspecified_Unk_Unk_14-16in,Battery,7.43,17.5,32
SKU-0106,Dell_Other/Unspecified_Unk_Unk_14-16in,RAM Module,15.93,46.0,16
SKU-0106,Dell_Other/Unspecified_Unk_Unk_14-16in,Storage (SSD/HDD),21.05,38.6,55
SKU-0106,Dell_Other/Unspecified_Unk_Unk_14-16in,Keyboard/Chassis,10.0,13.8,28
SKU-0106,Dell_Other/Unspecified_Unk_Unk_14-16in,Power Adapter,8.65,25.0,13
SKU-0107,Lenovo_celeron_Unk_256GB_14-16in,Motherboard,29.61,19.0,43
SKU-0107,Lenovo_celeron_Unk_256GB_14-16in,Display Panel,51.27,50.9,53
SKU-0107,Lenovo_celeron_Unk_256GB_14-16in,Battery,7.28,22.0,47
SKU-0107,Lenovo_celeron_Unk_256GB_14-16in,RAM Module,12.47,51.0,42
SKU-0107,Lenovo_celeron_Unk_256GB_14-16in,Storage (SSD/HDD),18.07,43.9,22
SKU-0107,Lenovo_celeron_Unk_256GB_14-16in,Keyboard/Chassis,9.05,15.4,43
SKU-0107,Lenovo_celeron_Unk_256GB_14-16in,Power Adapter,5.2,21.5,48
SKU-0108,Other/Unbranded_i5_Unk_512GB_12-14in,Motherboard,45.71,17.5,26
SKU-0108,Other/Unbranded_i5_Unk_512GB_12-14in,Display Panel,83.23,50.3,31
SKU-0108,Other/Unbranded_i5_Unk_512GB_12-14in,Battery,10.66,17.9,59
SKU-0108,Other/Unbranded_i5_Unk_512GB_12-14in,RAM Module,17.75,42.2,47
SKU-0108,Other/Unbranded_i5_Unk_512GB_12-14in,Storage (SSD/HDD),27.68,43.2,59
SKU-0108,Other/Unbranded_i5_Unk_512GB_12-14in,Keyboard/Chassis,14.49,14.4,59
SKU-0108,Other/Unbranded_i5_Unk_512GB_12-14in,Power Adapter,10.9,23.5,22
SKU-0109,Dell_Unknown_Unk_Unk_14-16in,Motherboard,31.24,16.5,38
SKU-0109,Dell_Unknown_Unk_Unk_14-16in,Display Panel,54.03,44.0,52
SKU-0109,Dell_Unknown_Unk_Unk_14-16in,Battery,8.5,18.5,53
SKU-0109,Dell_Unknown_Unk_Unk_14-16in,RAM Module,15.07,50.4,56
SKU-0109,Dell_Unknown_Unk_Unk_14-16in,Storage (SSD/HDD),22.52,43.1,56
SKU-0109,Dell_Unknown_Unk_Unk_14-16in,Keyboard/Chassis,9.94,13.1,33
SKU-0109,Dell_Unknown_Unk_Unk_14-16in,Power Adapter,7.82,23.3,11
SKU-0110,Lenovo_i7_32GB_2TB_14-16in,Motherboard,87.21,20.4,49
SKU-0110,Lenovo_i7_32GB_2TB_14-16in,Display Panel,162.73,56.2,3
SKU-0110,Lenovo_i7_32GB_2TB_14-16in,Battery,23.98,22.8,26
SKU-0110,Lenovo_i7_32GB_2TB_14-16in,RAM Module,27.94,39.6,8
SKU-0110,Lenovo_i7_32GB_2TB_14-16in,Storage (SSD/HDD),58.43,42.7,59
SKU-0110,Lenovo_i7_32GB_2TB_14-16in,Keyboard/Chassis,22.94,13.6,15
SKU-0110,Lenovo_i7_32GB_2TB_14-16in,Power Adapter,15.99,22.4,19
SKU-0111,HP_i5_8GB_1TB_14-16in,Motherboard,48.58,18.0,5
SKU-0111,HP_i5_8GB_1TB_14-16in,Display Panel,111.03,64.6,6
SKU-0111,HP_i5_8GB_1TB_14-16in,Battery,13.48,22.0,42
SKU-0111,HP_i5_8GB_1TB_14-16in,RAM Module,24.72,49.6,57
SKU-0111,HP_i5_8GB_1TB_14-16in,Storage (SSD/HDD),32.52,43.8,59
SKU-0111,HP_i5_8GB_1TB_14-16in,Keyboard/Chassis,16.24,14.7,7
SKU-0111,HP_i5_8GB_1TB_14-16in,Power Adapter,11.1,22.6,37
SKU-0112,Lenovo_i5_8GB_512GB_12-14in,Motherboard,49.28,19.0,46
SKU-0112,Lenovo_i5_8GB_512GB_12-14in,Display Panel,81.44,54.5,39
SKU-0112,Lenovo_i5_8GB_512GB_12-14in,Battery,11.72,22.6,52
SKU-0112,Lenovo_i5_8GB_512GB_12-14in,RAM Module,17.42,38.4,18
SKU-0112,Lenovo_i5_8GB_512GB_12-14in,Storage (SSD/HDD),22.61,34.2,55
SKU-0112,Lenovo_i5_8GB_512GB_12-14in,Keyboard/Chassis,14.79,15.5,35
SKU-0112,Lenovo_i5_8GB_512GB_12-14in,Power Adapter,10.82,25.8,58
SKU-0113,Microsoft_i7_Unk_256GB_12-14in,Motherboard,50.04,17.1,4
SKU-0113,Microsoft_i7_Unk_256GB_12-14in,Display Panel,110.72,61.3,22
SKU-0113,Microsoft_i7_Unk_256GB_12-14in,Battery,13.14,18.2,21
SKU-0113,Microsoft_i7_Unk_256GB_12-14in,RAM Module,28.55,51.6,26
SKU-0113,Microsoft_i7_Unk_256GB_12-14in,Storage (SSD/HDD),38.17,45.8,28
SKU-0113,Microsoft_i7_Unk_256GB_12-14in,Keyboard/Chassis,15.96,13.2,7
SKU-0113,Microsoft_i7_Unk_256GB_12-14in,Power Adapter,13.02,22.7,22
SKU-0114,Acer_pentium_Unk_Unk_14-16in,Motherboard,24.16,16.4,27
SKU-0114,Acer_pentium_Unk_Unk_14-16in,Display Panel,57.32,56.2,40
SKU-0114,Acer_pentium_Unk_Unk_14-16in,Battery,6.77,17.5,31
SKU-0114,Acer_pentium_Unk_Unk_14-16in,RAM Module,12.7,44.1,22
SKU-0114,Acer_pentium_Unk_Unk_14-16in,Storage (SSD/HDD),18.86,41.8,32
SKU-0114,Acer_pentium_Unk_Unk_14-16in,Keyboard/Chassis,9.17,14.4,29
SKU-0114,Acer_pentium_Unk_Unk_14-16in,Power Adapter,7.09,25.8,43
SKU-0115,Dell_i3_4GB_512GB_14-16in,Motherboard,27.11,15.9,27
SKU-0115,Dell_i3_4GB_512GB_14-16in,Display Panel,64.11,56.2,50
SKU-0115,Dell_i3_4GB_512GB_14-16in,Battery,8.35,20.8,32
SKU-0115,Dell_i3_4GB_512GB_14-16in,RAM Module,13.33,38.5,6
SKU-0115,Dell_i3_4GB_512GB_14-16in,Storage (SSD/HDD),27.43,45.3,12
SKU-0115,Dell_i3_4GB_512GB_14-16in,Keyboard/Chassis,10.39,13.6,34
SKU-0115,Dell_i3_4GB_512GB_14-16in,Power Adapter,7.88,25.0,29
SKU-0116,Lenovo_celeron_4GB_16GB_Sub-12in,Motherboard,22.26,17.6,17
SKU-0116,Lenovo_celeron_4GB_16GB_Sub-12in,Display Panel,38.89,46.9,21
SKU-0116,Lenovo_celeron_4GB_16GB_Sub-12in,Battery,6.0,20.8,44
SKU-0116,Lenovo_celeron_4GB_16GB_Sub-12in,RAM Module,10.42,47.1,55
SKU-0116,Lenovo_celeron_4GB_16GB_Sub-12in,Storage (SSD/HDD),13.04,34.2,35
SKU-0116,Lenovo_celeron_4GB_16GB_Sub-12in,Keyboard/Chassis,6.5,13.9,42
SKU-0116,Lenovo_celeron_4GB_16GB_Sub-12in,Power Adapter,4.73,22.9,35
SKU-0117,Dell_celeron_4GB_16GB_Sub-12in,Motherboard,25.75,19.6,21
SKU-0117,Dell_celeron_4GB_16GB_Sub-12in,Display Panel,40.1,51.5,5
SKU-0117,Dell_celeron_4GB_16GB_Sub-12in,Battery,6.21,21.4,48
SKU-0117,Dell_celeron_4GB_16GB_Sub-12in,RAM Module,8.97,44.0,8
SKU-0117,Dell_celeron_4GB_16GB_Sub-12in,Storage (SSD/HDD),16.68,44.4,35
SKU-0117,Dell_celeron_4GB_16GB_Sub-12in,Keyboard/Chassis,8.73,16.3,23
SKU-0117,Dell_celeron_4GB_16GB_Sub-12in,Power Adapter,5.43,26.0,40
SKU-0118,HP_i5_8GB_256GB_12-14in,Motherboard,36.73,15.6,36
SKU-0118,HP_i5_8GB_256GB_12-14in,Display Panel,88.76,60.0,15
SKU-0118,HP_i5_8GB_256GB_12-14in,Battery,8.94,17.3,56
SKU-0118,HP_i5_8GB_256GB_12-14in,RAM Module,15.35,42.0,5
SKU-0118,HP_i5_8GB_256GB_12-14in,Storage (SSD/HDD),24.5,37.1,40
SKU-0118,HP_i5_8GB_256GB_12-14in,Keyboard/Chassis,14.15,16.3,30
SKU-0118,HP_i5_8GB_256GB_12-14in,Power Adapter,11.42,27.4,22
SKU-0119,Lenovo_i5_16GB_1TB_14-16in,Motherboard,46.01,17.7,44
SKU-0119,Lenovo_i5_16GB_1TB_14-16in,Display Panel,124.2,66.1,54
SKU-0119,Lenovo_i5_16GB_1TB_14-16in,Battery,13.34,18.3,57
SKU-0119,Lenovo_i5_16GB_1TB_14-16in,RAM Module,23.86,43.0,44
SKU-0119,Lenovo_i5_16GB_1TB_14-16in,Storage (SSD/HDD),30.59,37.8,11
SKU-0119,Lenovo_i5_16GB_1TB_14-16in,Keyboard/Chassis,15.54,14.3,43
SKU-0119,Lenovo_i5_16GB_1TB_14-16in,Power Adapter,15.0,27.5,25
SKU-0120,Other/Unbranded_i5_8GB_512GB_14-16in,Motherboard,38.83,17.8,25
SKU-0120,Other/Unbranded_i5_8GB_512GB_14-16in,Display Panel,77.27,52.8,25
SKU-0120,Other/Unbranded_i5_8GB_512GB_14-16in,Battery,12.45,22.2,39
SKU-0120,Other/Unbranded_i5_8GB_512GB_14-16in,RAM Module,18.03,40.4,35
SKU-0120,Other/Unbranded_i5_8GB_512GB_14-16in,Storage (SSD/HDD),29.48,42.8,53
SKU-0120,Other/Unbranded_i5_8GB_512GB_14-16in,Keyboard/Chassis,12.46,13.2,38
SKU-0120,Other/Unbranded_i5_8GB_512GB_14-16in,Power Adapter,9.3,23.6,41
SKU-0121,Lenovo_i7_8GB_512GB_14-16in,Motherboard,60.11,20.5,10
SKU-0121,Lenovo_i7_8GB_512GB_14-16in,Display Panel,134.33,61.1,35
SKU-0121,Lenovo_i7_8GB_512GB_14-16in,Battery,15.57,21.2,3
SKU-0121,Lenovo_i7_8GB_512GB_14-16in,RAM Module,23.44,45.6,3
SKU-0121,Lenovo_i7_8GB_512GB_14-16in,Storage (SSD/HDD),33.09,35.4,51
SKU-0121,Lenovo_i7_8GB_512GB_14-16in,Keyboard/Chassis,18.73,14.7,26
SKU-0121,Lenovo_i7_8GB_512GB_14-16in,Power Adapter,13.73,24.2,51
SKU-0122,Other/Unbranded_i5_8GB_256GB_Sub-12in,Motherboard,46.36,18.6,45
SKU-0122,Other/Unbranded_i5_8GB_256GB_Sub-12in,Display Panel,93.81,69.4,55
SKU-0122,Other/Unbranded_i5_8GB_256GB_Sub-12in,Battery,11.33,22.3,56
SKU-0122,Other/Unbranded_i5_8GB_256GB_Sub-12in,RAM Module,20.86,49.5,59
SKU-0122,Other/Unbranded_i5_8GB_256GB_Sub-12in,Storage (SSD/HDD),25.66,35.5,56
SKU-0122,Other/Unbranded_i5_8GB_256GB_Sub-12in,Keyboard/Chassis,13.55,13.6,4
SKU-0122,Other/Unbranded_i5_8GB_256GB_Sub-12in,Power Adapter,8.47,21.4,48
SKU-0123,Other/Unbranded_celeron_4GB_256GB_14-16in,Motherboard,22.51,15.7,24
SKU-0123,Other/Unbranded_celeron_4GB_256GB_14-16in,Display Panel,63.38,74.1,17
SKU-0123,Other/Unbranded_celeron_4GB_256GB_14-16in,Battery,4.96,17.4,4
SKU-0123,Other/Unbranded_celeron_4GB_256GB_14-16in,RAM Module,9.72,41.4,31
SKU-0123,Other/Unbranded_celeron_4GB_256GB_14-16in,Storage (SSD/HDD),14.46,36.6,56
SKU-0123,Other/Unbranded_celeron_4GB_256GB_14-16in,Keyboard/Chassis,9.09,15.9,6
SKU-0123,Other/Unbranded_celeron_4GB_256GB_14-16in,Power Adapter,6.09,26.2,45
